"Intent","TrainPhrase"
workAssignment.create,"{""en-US"": ""create work assignment""}"
workAssignment.create,"{""en-US"": ""new work assignment""}"
workAssignment.create,"{""en-US"": ""new job assignment""}"
workAssignment.create,"{""en-US"": ""generate work assignment""}"
workAssignment.create,"{""en-US"": ""create job assignment""}"
workAssignment.create,"{""en-US"": ""work assignment for worker""}"
workAssignment.create,"{""en-US"": ""Teresa work assignment""}"
workAssignment.create,"{""en-US"": ""job assignment for Katherine""}"
workAssignment.create,"{""en-US"": ""job assignment""}"
worker.changeJob,"{""en-US"": ""change Teresa job""}"
worker.changeJob,"{""en-US"": ""modify Dan job""}"
worker.changeJob,"{""en-US"": ""new job for Martha""}"
worker.changeJob,"{""en-US"": ""edit Bruno job""}"
worker.changeJob,"{""en-US"": ""make changes in Teresa job""}"
worker.changeJob,"{""en-US"": ""modify Katherine job""}"
worker.changeJob,"{""en-US"": ""update Charles job""}"
worker.changeJob,"{""en-US"": ""make update in Nancy job""}"
worker.changeJob,"{""en-US"": ""Emily new job""}"
worker.changeJob,"{""en-US"": ""new job for Roberto""}"
worker.changeJob,"{""en-US"": ""worker Teresa has a new job""}"
worker.changeLevel,"{""en-US"": ""change Martha level""}"
worker.changeLevel,"{""en-US"": ""update Anthony level""}"
worker.changeLevel,"{""en-US"": ""modify level of employee Bruno""}"
worker.changeLevel,"{""en-US"": ""i need to make changes on Teresa job level""}"
worker.changeLevel,"{""en-US"": ""Anthony Albright job level update""}"
worker.changeLevel,"{""en-US"": ""make changes in Nancy level""}"
worker.changeLevel,"{""en-US"": ""Dan level update""}"
worker.changeLevel,"{""en-US"": ""change Katherine level""}"
worker.changeManager,"{""en-US"": ""change Martha boss""}"
worker.changeManager,"{""en-US"": ""update Anthony manager""}"
worker.changeManager,"{""en-US"": ""update Anthony boss""}"
worker.changeManager,"{""en-US"": ""modify Dan manager""}"
worker.changeManager,"{""en-US"": ""update Bruno boss""}"
worker.changeManager,"{""en-US"": ""new manager for Martha""}"
worker.changeManager,"{""en-US"": ""Katherine boss change""}"
worker.changeManager,"{""en-US"": ""Katherine manager changed""}"
worker.changeManager,"{""en-US"": ""Nick manager update""}"
worker.changeManager,"{""en-US"": ""Katherine modify boss""}"
worker.changeOrganization,"{""en-US"": ""change Martha organization""}"
worker.changeOrganization,"{""en-US"": ""update Anthony org""}"
worker.changeOrganization,"{""en-US"": ""modify org of employee Bruno""}"
worker.changeOrganization,"{""en-US"": ""make changes on Teresa organization""}"
worker.changeOrganization,"{""en-US"": ""Anthony Albright org update""}"
worker.changeOrganization,"{""en-US"": ""make changes in Nancy organization""}"
worker.changeOrganization,"{""en-US"": ""Dan org update""}"
worker.changeOrganization,"{""en-US"": ""Dan organization update""}"
worker.changeOrganization,"{""en-US"": ""change Katherine org""}"
worker.changeOrganization,"{""en-US"": ""change Katherine organization""}"
worker.changeOrganization,"{""en-US"": ""change worker department""}"
worker.changeOrganization,"{""en-US"": ""change Teresa department""}"
worker.changeOrganization,"{""en-US"": ""change associate department""}"
worker.changeOrganization,"{""en-US"": ""modify associate department""}"
worker.changeOrganization,"{""en-US"": ""modify worker office""}"
worker.changeOrganization,"{""en-US"": ""change worker dept""}"
worker.changeOrganization,"{""en-US"": ""update worker position""}"
worker.changeOrganization,"{""en-US"": ""update associate division""}"
worker.changeOrganization,"{""en-US"": ""modify Anthony dept""}"
worker.changeOrganization,"{""en-US"": ""modify Dan dept""}"
worker.changeOrganization,"{""en-US"": ""modify worker dept""}"
worker.changeOrganization,"{""en-US"": ""change Teresa dept""}"
worker.changeOrganization,"{""en-US"": ""modif Dan division""}"
worker.changePosition,"{""en-US"": ""change worker position""}"
worker.changePosition,"{""en-US"": ""change employee position""}"
worker.changePosition,"{""en-US"": ""change associate position""}"
worker.changePosition,"{""en-US"": ""modify associate position""}"
worker.changePosition,"{""en-US"": ""modify worker position""}"
worker.changePosition,"{""en-US"": ""update worker position""}"
worker.changePosition,"{""en-US"": ""update associate position""}"
worker.changePosition,"{""en-US"": ""make modifications to worker""}"
worker.changePosition,"{""en-US"": ""adapt employee position""}"
worker.changePosition,"{""en-US"": ""correct worker position""}"
worker.changePosition,"{""en-US"": ""Emily new position""}"
worker.changePosition,"{""en-US"": ""new position for Roberto""}"
worker.changePosition,"{""en-US"": ""worker Teresa has a new position""}"
worker.resign,"{""en-US"": ""worker resign""}"
worker.resign,"{""en-US"": ""worker is leaving""}"
worker.resign,"{""en-US"": ""Anthony is resigning""}"
worker.resign,"{""en-US"": ""associate is dropping job""}"
worker.resign,"{""en-US"": ""worker abdicate job""}"
worker.resign,"{""en-US"": ""resign employee Katherine""}"
worker.resign,"{""en-US"": ""Anthony resign""}"
worker.resign,"{""en-US"": ""associate is resigning""}"
worker.resign,"{""en-US"": ""employee want to resign""}"
worker.resign,"{""en-US"": ""I want to exit""}"
worker.resign,"{""en-US"": ""I want to quit""}"
worker.resign,"{""en-US"": ""worker wants to quit and resign""}"
worker.resign,"{""en-US"": ""Roberto is quitting""}"
worker.resign,"{""en-US"": ""associate wants to exit his job""}"
worker.retire,"{""en-US"": ""worker Daniel will retire""}"
worker.retire,"{""en-US"": ""laborer retire""}"
worker.retire,"{""en-US"": ""worker going on retire""}"
worker.retire,"{""en-US"": ""associate Pascual retreat""}"
worker.retire,"{""en-US"": ""employee Raquel retire""}"
worker.retire,"{""en-US"": ""employee is retiring""}"
worker.retire,"{""en-US"": ""worker Anthony retire""}"
worker.retire,"{""en-US"": ""employee retreat""}"
worker.retire,"{""en-US"": ""associate retire""}"
worker.retire,"{""en-US"": ""worker is retiring""}"
worker.terminate,"{""en-US"": ""I want to fire Teresa""}"
worker.terminate,"{""en-US"": ""employee to be fired""}"
worker.terminate,"{""en-US"": ""fire Dan""}"
worker.terminate,"{""en-US"": ""fire worker""}"
worker.terminate,"{""en-US"": ""dissolve worker Danny""}"
worker.terminate,"{""en-US"": ""terminate Pascual""}"
worker.terminate,"{""en-US"": ""terminate laborer""}"
worker.terminate,"{""en-US"": ""I need to dissolve a worker""}"
worker.terminate,"{""en-US"": ""I need to do a worker termination""}"
worker.terminate,"{""en-US"": ""abolish worker""}"
worker.terminate,"{""en-US"": ""terminate employee Anthony""}"
worker.terminate,"{""en-US"": ""terminate employee""}"
worker.terminate,"{""en-US"": ""terminate worker""}"
worker.terminate,"{""en-US"": ""terminate""}"
worker.terminate,"{""en-US"": ""Terminate""}"
worker.terminate,"{""en-US"": ""termination""}"
worker.terminate,"{""en-US"": ""Worker termination""}"
worker.terminate,"{""en-US"": ""termination of associate""}"
worker.terminate,"{""en-US"": ""termination of worker Anthony Mason""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""I9 section 1""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""I9 sec1""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""I9""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""submit employment eligibility verification""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""get I-9 done""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""turn in I9""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""fill out Form 1-9 Section 1""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""finish form I9""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""complete I9""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""employee I9 form modification required""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""a change in I9 form is required""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""Send Chase I9 sec 1""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""I need to submit Bill form for I9 section 1""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""Turn in employee I9 section 1""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""Complete worker I9 section 1""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""Submit employee I9""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""Finish worker I9 section 1""}"
worker.usI9Screening.section1.complete,"{""en-US"": ""Submit Bill I9 form section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""make new I9 form for employee section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""create Anthony I9 sec 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""create Dan form I9 section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""generate worker form I9 section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""generate worker I9 form section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""generate form I9""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""create form I9 section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""make new associate I9 section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""create Anthony form I9 section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""new worker form I9 section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""create worker form I9 section 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""create worker form I9 sec 1""}"
worker.usI9Screening.section1.generate,"{""en-US"": ""generate form I9 section 1""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""I9 section 2""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""I9 section2""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""I9 sec2""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""submit I9 section2""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""submit I9 section 2""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""enter I9 Sec 2""}"
worker.usI9Screening.section2.complete,"{""en-US"": "" fill out Section 2 of Form I-9""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""get done I9 Section 2""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""complete employment eligibility verification""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""send Form I-9 section 2""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""finish Form I9 2nd section""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""turn in I-9 section 2""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""I9 second""}"
worker.usI9Screening.section2.complete,"{""en-US"": ""submit I9 second section""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""I need to create a section 2 I9 form for a worker""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""generate worker form I9 section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""generate worker I9 form section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""create form I9 section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""new worker form I9 section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""create Dan form I9 section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""create Anthony I9 sec 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""make associate I9 section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""generate form I9 sec 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""associate form I9 section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""set up worker form I9 section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""create worker form I9 section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""generate I9 section 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""create worker form I9 sec 2""}"
worker.usI9Screening.section2.generate,"{""en-US"": ""generate form I9 section 2""}"
worker.usI9Screening.status.update,"{""en-US"": ""make modifications to employee I9 screening""}"
worker.usI9Screening.status.update,"{""en-US"": ""edit employee I9 screening""}"
worker.usI9Screening.status.update,"{""en-US"": ""make changes to Dan I9 screning""}"
worker.usI9Screening.status.update,"{""en-US"": ""modify worker I9""}"
worker.usI9Screening.status.update,"{""en-US"": ""update Keith I9 screening""}"
worker.usI9Screening.status.update,"{""en-US"": ""revise Anthony I9 screening""}"
worker.usI9Screening.status.update,"{""en-US"": ""update worker I9""}"
worker.usI9Screening.status.update,"{""en-US"": ""revise worker I9""}"
worker.usI9Screening.status.update,"{""en-US"": ""edit associate I9 screening""}"
worker.usI9Screening.status.update,"{""en-US"": ""change worker I9 screening""}"
worker.usI9Screening.status.update,"{""en-US"": ""change Bruno I9 screening""}"
worker.usI9Screening.status.update,"{""en-US"": ""update worker I9 screening status""}"
workerBirthInformation.update,"{""en-US"": ""correct his birth information""}"
workerBirthInformation.update,"{""en-US"": ""edit Margarite's birth date details""}"
workerBirthInformation.update,"{""en-US"": ""adjust worker's DOB""}"
workerBirthInformation.update,"{""en-US"": ""modify associate's birthdate""}"
workerBirthInformation.update,"{""en-US"": ""change employee's birthday""}"
workerBirthInformation.update,"{""en-US"": ""update date of birth for Chase""}"
workerBirthInformation.update,"{""en-US"": ""Teresa birth date adjustment""}"
workerBirthInformation.update,"{""en-US"": ""modify Danny DOB""}"
workerBirthInformation.update,"{""en-US"": ""Update Teresa Brown birthday""}"
workerBirthInformation.update,"{""en-US"": ""update labourer birth information""}"
workerBirthInformation.update,"{""en-US"": ""labourer birth info change""}"
workerBirthInformation.update,"{""en-US"": ""changes in employees birthday""}"
workerBirthInformation.update,"{""en-US"": ""update worker birth year to 1996""}"
workerBirthInformation.update,"{""en-US"": ""update my worker birth information""}"
workerBirthInformation.update,"{""en-US"": ""modify worker date of birth""}"
workerBirthInformation.update,"{""en-US"": ""edit DOB for Vincent""}"
workerBirthInformation.update,"{""en-US"": ""I need to ajust birt date for someone""}"
workerBirthInformation.update,"{""en-US"": ""Update Chase date of birth to 05/05/2000""}"
workerBirthInformation.update,"{""en-US"": ""Change employee birthday""}"
workerBirthInformation.update,"{""en-US"": ""change date of birth for Roberto to January 1st 1985""}"
workerBirthInformation.update,"{""en-US"": ""adjust DOB for someone else""}"
workerBirthInformation.update,"{""en-US"": ""Larry birthday update""}"
workerBirthInformation.update,"{""en-US"": ""Roberto birth date adjustment""}"
workerBirthInformation.update,"{""en-US"": ""adjust employee birthday information""}"
workerBirthInformation.update,"{""en-US"": ""change worker DOB""}"
workerBirthInformation.update,"{""en-US"": ""adjust date born for Larry""}"
workerBirthInformation.update,"{""en-US"": ""correct Larry's birth information""}"
workerBirthInformation.update,"{""en-US"": ""modify worker birthday information""}"
workerBloodGroup.update,"{""en-US"": ""Edit blood group to O Negative for worker""}"
workerBloodGroup.update,"{""en-US"": ""Correct blood type to AB Negative for associate""}"
workerBloodGroup.update,"{""en-US"": ""Update to B Negative for employee""}"
workerBloodGroup.update,"{""en-US"": ""Change blood type to A Negative for Chase""}"
workerBloodGroup.update,"{""en-US"": ""Worker is O Positive""}"
workerBloodGroup.update,"{""en-US"": ""Employee's blood group is AB positive""}"
workerBloodGroup.update,"{""en-US"": ""Associate's blood type is B Positive""}"
workerBloodGroup.update,"{""en-US"": ""Bruno is A Positive""}"
workerBloodGroup.update,"{""en-US"": ""Edit Roberto's blood group to O-""}"
workerBloodGroup.update,"{""en-US"": ""Correct blood type to AB- for Chase""}"
workerBloodGroup.update,"{""en-US"": ""Update to B - for worker""}"
workerBloodGroup.update,"{""en-US"": ""Change blood type to A - for associate""}"
workerBloodGroup.update,"{""en-US"": ""employee is O+""}"
workerBloodGroup.update,"{""en-US"": ""Vincent's blood group is AB +""}"
workerBloodGroup.update,"{""en-US"": ""Worker's blood type is B+""}"
workerBloodGroup.update,"{""en-US"": ""Associate is A+""}"
workerBloodGroup.update,"{""en-US"": ""correct my blood group for employee""}"
workerBloodGroup.update,"{""en-US"": ""edit blood type for Roberto""}"
workerBloodGroup.update,"{""en-US"": ""adjust worker's blood group""}"
workerBloodGroup.update,"{""en-US"": ""modify associate's blood type""}"
workerBloodGroup.update,"{""en-US"": ""change employee's blood group""}"
workerBloodGroup.update,"{""en-US"": ""update my worker blood type""}"
workerBloodGroup.update,"{""en-US"": ""update Chase's blood type""}"
workerCitizenship.update,"{""en-US"": ""Worker became a Canada citizen""}"
workerCitizenship.update,"{""en-US"": ""Associate is a Japan citizen""}"
workerCitizenship.update,"{""en-US"": ""Employee is a Brazil citizen""}"
workerCitizenship.update,"{""en-US"": ""Jack became a U.S. citizen""}"
workerCitizenship.update,"{""en-US"": ""Worker is a US citizen""}"
workerCitizenship.update,"{""en-US"": ""Associate is a United States citizen""}"
workerCitizenship.update,"{""en-US"": ""correct citizenship details for employee""}"
workerCitizenship.update,"{""en-US"": ""edit citizenship information for Bruno""}"
workerCitizenship.update,"{""en-US"": ""adjust worker's citizenship status""}"
workerCitizenship.update,"{""en-US"": ""modify associate's citizenship""}"
workerCitizenship.update,"{""en-US"": ""change employee's citizenship status""}"
workerCitizenship.update,"{""en-US"": ""update Vincent's citizenship""}"
workerClockOut.record,"{""en-US"": ""clock out""}"
workerClockOut.record,"{""en-US"": ""punch out""}"
workerClockOut.record,"{""en-US"": ""finish clock out""}"
workerClockOut.record,"{""en-US"": ""I am clocking out""}"
workerClockOut.record,"{""en-US"": ""worker clock out""}"
workerClockOut.record,"{""en-US"": ""associate clock out""}"
workerClockOut.record,"{""en-US"": ""record clock out""}"
workerClockOut.record,"{""en-US"": ""save punch out""}"
workerClockOut.record,"{""en-US"": ""store employee clock out""}"
workerClockOut.record,"{""en-US"": ""clockout""}"
workerClockOut.record,"{""en-US"": ""punchout""}"
workerDeathDate.inform,"{""en-US"": ""worker deceased on June 2000""}"
workerDeathDate.inform,"{""en-US"": ""associate passed away on March 1990""}"
workerDeathDate.inform,"{""en-US"": ""employee died on January 2011""}"
workerDeathDate.inform,"{""en-US"": ""Margarite's date of death is 2000""}"
workerDeathDate.inform,"{""en-US"": ""associate is deceased""}"
workerDeathDate.inform,"{""en-US"": ""employee passed away""}"
workerDeathDate.inform,"{""en-US"": ""Chase died""}"
workerDeathDate.inform,"{""en-US"": ""Margarite died""}"
workerDeathDate.inform,"{""en-US"": ""Anthony is deceased""}"
workerDeathDate.inform,"{""en-US"": ""Andy passed away""}"
workerDeathDate.inform,"{""en-US"": ""Michael died""}"
workerDeathDate.inform,"{""en-US"": ""date of death of worker""}"
workerDeathDate.inform,"{""en-US"": ""inform an employee decease date""}"
workerDeathDate.inform,"{""en-US"": ""inform worker death date""}"
workerDeathDate.inform,"{""en-US"": ""worker death date inform""}"
workerDeathDate.inform,"{""en-US"": ""associate died in January 2000""}"
workerDeathDate.inform,"{""en-US"": ""Paul passed away in February""}"
workerDeathDate.inform,"{""en-US"": ""inform Brian death date""}"
workerDeathDate.inform,"{""en-US"": ""death date""}"
workerDeathDate.inform,"{""en-US"": ""passed away""}"
workerDeathDate.inform,"{""en-US"": ""deceased""}"
workerDeathDate.inform,"{""en-US"": ""died""}"
workerDeathDate.inform,"{""en-US"": ""date of death""}"
workerDeathDate.inform,"{""en-US"": ""passed away date""}"
workerDisability.update,"{""en-US"": ""Margarite is no longer disabled""}"
workerDisability.update,"{""en-US"": ""He is not disabled""}"
workerDisability.update,"{""en-US"": ""They became disabled""}"
workerDisability.update,"{""en-US"": ""She is disabled""}"
workerDisability.update,"{""en-US"": ""correct Chase's disability classification""}"
workerDisability.update,"{""en-US"": ""edit their handicapped classification""}"
workerDisability.update,"{""en-US"": ""adjust handicap for Will""}"
workerDisability.update,"{""en-US"": ""modify employeeee handicapped status""}"
workerDisability.update,"{""en-US"": ""modify her handicapped status""}"
workerDisability.update,"{""en-US"": ""change his disability status""}"
workerDisability.update,"{""en-US"": ""update worker disability""}"
workerDisability.update,"{""en-US"": ""update Teresa's disability""}"
workerEthnicity.update,"{""en-US"": ""She has more than one race""}"
workerEthnicity.update,"{""en-US"": ""Jack considers himself biracial""}"
workerEthnicity.update,"{""en-US"": ""Worker has more than one ethnicity""}"
workerEthnicity.update,"{""en-US"": ""Empoyee is a Pacfic Islander""}"
workerEthnicity.update,"{""en-US"": ""Associate is a Native Hawaiian""}"
workerEthnicity.update,"{""en-US"": ""Change ethnicity to Alaska Native for Adam""}"
workerEthnicity.update,"{""en-US"": ""Associate considers themselves American Indian""}"
workerEthnicity.update,"{""en-US"": ""Employee is a Native American""}"
workerEthnicity.update,"{""en-US"": ""Update Justo's ethnicity to Asian""}"
workerEthnicity.update,"{""en-US"": ""Worker is Latino""}"
workerEthnicity.update,"{""en-US"": ""Associate identifies as Hispanic""}"
workerEthnicity.update,"{""en-US"": ""Employee is an African American""}"
workerEthnicity.update,"{""en-US"": ""Change employee's race to Black""}"
workerEthnicity.update,"{""en-US"": ""Margarite is Caucasian""}"
workerEthnicity.update,"{""en-US"": ""Worker is White""}"
workerEthnicity.update,"{""en-US"": ""Associate is a minority""}"
workerEthnicity.update,"{""en-US"": ""correct minority status for employee""}"
workerEthnicity.update,"{""en-US"": ""edit minority status for Justin""}"
workerEthnicity.update,"{""en-US"": ""adjust worker's racial identity""}"
workerEthnicity.update,"{""en-US"": ""modify associate's racial status""}"
workerEthnicity.update,"{""en-US"": ""modify associate's race""}"
workerEthnicity.update,"{""en-US"": ""change employee's ethnic group""}"
workerEthnicity.update,"{""en-US"": ""update Teresa's ethnicity""}"
workerGender.update,"{""en-US"": ""Justo prefers not to share gender""}"
workerGender.update,"{""en-US"": ""Vincent doesn't want to state gender""}"
workerGender.update,"{""en-US"": ""Bruno is male""}"
workerGender.update,"{""en-US"": ""Margarite is female""}"
workerGender.update,"{""en-US"": ""He is a man""}"
workerGender.update,"{""en-US"": ""She is a woman""}"
workerGender.update,"{""en-US"": ""edit gender for employee""}"
workerGender.update,"{""en-US"": ""adjust gender for Roberto""}"
workerGender.update,"{""en-US"": ""modify associate's gender""}"
workerGender.update,"{""en-US"": ""change my employee's gender""}"
workerGender.update,"{""en-US"": ""change employee's gender""}"
workerGender.update,"{""en-US"": ""update Chase's gender""}"
workerGender.update,"{""en-US"": ""update worker gender""}"
workerHeight.update,"{""en-US"": ""Chase is 5 feet 8 inches""}"
workerHeight.update,"{""en-US"": ""associate is six feet tall""}"
workerHeight.update,"{""en-US"": ""He is six feet tall""}"
workerHeight.update,"{""en-US"": ""worker is 5'2""}"
workerHeight.update,"{""en-US"": ""She is 5'2""}"
workerHeight.update,"{""en-US"": ""correct height for employee""}"
workerHeight.update,"{""en-US"": ""edit how tall Chase is""}"
workerHeight.update,"{""en-US"": ""adjust worker height""}"
workerHeight.update,"{""en-US"": ""modify height for associate""}"
workerHeight.update,"{""en-US"": ""update my worker height""}"
workerHeight.update,"{""en-US"": ""change how tall employee is""}"
workerHeight.update,"{""en-US"": ""update Roberto's height""}"
workerHeight.update,"{""en-US"": ""change Teresa Llosa height now please""}"
workerHeight.update,"{""en-US"": ""update Jackeline Faison height""}"
workerHeight.update,"{""en-US"": ""worker height is 5'2""}"
workerHeight.update,"{""en-US"": ""associate is 6'8""}"
workerHeight.update,"{""en-US"": ""associate heights 7'1""}"
workerIndicativeData.verify,"{""en-US"": ""verify worker indicative data""}"
workerIndicativeData.verify,"{""en-US"": ""validate Katherine indicative info""}"
workerIndicativeData.verify,"{""en-US"": ""check laborer indicative data""}"
workerIndicativeData.verify,"{""en-US"": ""validate Dan indicative info""}"
workerIndicativeData.verify,"{""en-US"": ""verify Anthony indicative information""}"
workerIndicativeData.verify,"{""en-US"": ""check Teresa indicative data""}"
workerIndicativeData.verify,"{""en-US"": ""verify employee indicative data""}"
workerIndicativeData.verify,"{""en-US"": ""validate worker indicative data""}"
workerIndicativeData.verify,"{""en-US"": ""validate associate indicative info""}"
workerIndicativeData.verify,"{""en-US"": ""verify missing data in associate indicative""}"
workerIndicativeData.verify,"{""en-US"": ""check worker indicative information""}"
workerIndicativeData.verify,"{""en-US"": ""check worker indicative data""}"
workerLGBT.update,"{""en-US"": ""He is transgender""}"
workerLGBT.update,"{""en-US"": ""associate identifies as bisexual""}"
workerLGBT.update,"{""en-US"": ""employee is a lesbian""}"
workerLGBT.update,"{""en-US"": ""Bruno is gay""}"
workerLGBT.update,"{""en-US"": ""correct gay status of worker""}"
workerLGBT.update,"{""en-US"": ""edit orientation for Will""}"
workerLGBT.update,"{""en-US"": ""adjust LGBT status for worker""}"
workerLGBT.update,"{""en-US"": ""modify associate's gender identity""}"
workerLGBT.update,"{""en-US"": ""change LGBT identity for employee""}"
workerLGBT.update,"{""en-US"": ""update Violet's sexual orientation""}"
workerLGBT.update,"{""en-US"": ""worker sex preferences modify""}"
workerLGBT.update,"{""en-US"": ""adjust Danny gender details""}"
workerLGBT.update,"{""en-US"": ""change LGBT laborer information""}"
workerLGBT.update,"{""en-US"": ""modify worker LGBT details""}"
workerLGBT.update,"{""en-US"": ""Teresa wants to change his LGBT details""}"
workerLGBT.update,"{""en-US"": ""change labourer status as lesbian""}"
workerLGBT.update,"{""en-US"": ""change employee status as gay""}"
workerLGBT.update,"{""en-US"": ""Change employee LGBT status""}"
workerLGBT.update,"{""en-US"": ""Bill wants to change his LGBT status""}"
workerLGBT.update,"{""en-US"": ""Terry has new sexual preferences""}"
workerLGBT.update,"{""en-US"": ""Change Chase LGB status""}"
workerLGBT.update,"{""en-US"": ""update worker LGBT status""}"
workerLGBT.update,"{""en-US"": ""I want to adjust employee LGBT status""}"
workerLGBT.update,"{""en-US"": ""An employee changed his LGB status""}"
workerLGBT.update,"{""en-US"": ""Chase has a new LGBT status""}"
workerMaritalStatus.update,"{""en-US"": ""associate's marital status changed""}"
workerMaritalStatus.update,"{""en-US"": ""employee is not in a domestic partnership""}"
workerMaritalStatus.update,"{""en-US"": ""Margarite is in a domestic partnership""}"
workerMaritalStatus.update,"{""en-US"": ""associate is a widower""}"
workerMaritalStatus.update,"{""en-US"": ""employee is a widow""}"
workerMaritalStatus.update,"{""en-US"": ""Bill's wife died""}"
workerMaritalStatus.update,"{""en-US"": ""worker's husband died""}"
workerMaritalStatus.update,"{""en-US"": ""associate got divorced""}"
workerMaritalStatus.update,"{""en-US"": ""employee is getting divorced""}"
workerMaritalStatus.update,"{""en-US"": ""Bill got married""}"
workerMaritalStatus.update,"{""en-US"": ""worker is getting married""}"
workerMaritalStatus.update,"{""en-US"": ""associate is not married anymore""}"
workerMaritalStatus.update,"{""en-US"": ""employee is divorced""}"
workerMaritalStatus.update,"{""en-US"": ""Chase is married""}"
workerMaritalStatus.update,"{""en-US"": ""worker is single""}"
workerMaritalStatus.update,"{""en-US"": ""correct associate's marriage status""}"
workerMaritalStatus.update,"{""en-US"": ""edit employee's marital status""}"
workerMaritalStatus.update,"{""en-US"": ""adjust Vincent's single status""}"
workerMaritalStatus.update,"{""en-US"": ""modify worker's married status""}"
workerMaritalStatus.update,"{""en-US"": ""change associate's marriage information""}"
workerMaritalStatus.update,"{""en-US"": ""update employee's marital status""}"
workerMaritalStatus.update,"{""en-US"": ""change laborer marital status to widow""}"
workerMaritalStatus.update,"{""en-US"": ""modify labourer marriage status""}"
workerMaritalStatus.update,"{""en-US"": ""change employee marital status""}"
workerMaritalStatus.update,"{""en-US"": ""employee is unmarried now""}"
workerMaritalStatus.update,"{""en-US"": ""change worker marital status as widow""}"
workerMaritalStatus.update,"{""en-US"": ""Chase is separated now""}"
workerMaritalStatus.update,"{""en-US"": ""change Chase status to divorced""}"
workerMaritalStatus.update,"{""en-US"": ""edit worker status mariage""}"
workerMaritalStatus.update,"{""en-US"": ""edit employee marital status""}"
workerMaritalStatus.update,"{""en-US"": ""adjust Chase marital status""}"
workerMaritalStatus.update,"{""en-US"": ""change Roberto marital status""}"
workerMaritalStatus.update,"{""en-US"": ""Margarite got divorced""}"
workerMaritalStatus.update,"{""en-US"": ""employee modify marital status""}"
workerMaritalStatus.update,"{""en-US"": ""worker change marital status""}"
workerMaritalStatus.update,"{""en-US"": ""worker will marry""}"
workerMaritalStatus.update,"{""en-US"": ""got married yesterday""}"
workerMaritalStatus.update,"{""en-US"": ""Dan got married""}"
workerMaritalStatus.update,"{""en-US"": ""Roberto is getting married""}"
workerName.update,"{""en-US"": ""Fabiano name update""}"
workerName.update,"{""en-US"": ""update associate name""}"
workerName.update,"{""en-US"": ""change worker name""}"
